t,수치해,엄밀해,상대오차(%),,,,,t,수치해,엄밀해,상대오차(%)
0,0,1,100,,,,,0,0,1,100
0.0001,0.095276,1.049171,90.918904,,,,,0.0001,0.095276,1.049171,90.918904
0.0002,0.186034,1.095962,83.025472,,,,,0.0002,0.186034,1.095962,83.025472
0.0003,0.27249,1.140492,76.10768,,,,,0.0003,0.27249,1.140492,76.10768
0.0004,0.354847,1.182869,70.001107,,,,,0.0004,0.354847,1.182869,70.001107
0.0005,0.433302,1.223198,64.576281,,,,,0.0005,0.433302,1.223198,64.576281
0.0006,0.50804,1.26158,59.729858,,,,,,,,
0.0007,0.579238,1.29811,55.378344,,,,,0.9995,3.728025,3.729059,0.027724
0.0008,0.647065,1.332877,51.453542,,,,,0.9996,3.728079,3.729113,0.027718
0.0009,0.711681,1.365969,47.899203,,,,,0.9997,3.728134,3.729167,0.027712
0.001,0.773238,1.397465,44.668512,,,,,0.9998,3.728188,3.729221,0.027706
0.0011,0.831884,1.427445,41.72219,,,,,0.9999,3.728242,3.729275,0.0277
0.0012,0.887756,1.455983,39.027035,,,,,1,3.728297,3.729329,0.027694
0.0013,0.940986,1.483147,36.554787,,,,,,,,
0.0014,0.991701,1.509007,34.281241,,,,,,,,
0.0015,1.040019,1.533624,32.185541,,,,,,,,
0.0016,1.086056,1.557061,30.249625,,,,,,,,
0.0017,1.129919,1.579374,28.457763,,,,,,,,
0.0018,1.171713,1.600617,26.796198,,,,,,,,
0.0019,1.211535,1.620845,25.252843,,,,,,,,
0.002,1.24948,1.640105,23.817033,,,,,,,,
0.0021,1.285637,1.658445,22.479324,,,,,,,,
0.0022,1.320092,1.67591,21.231321,,,,,,,,
0.0023,1.352924,1.692542,20.065535,,,,,,,,
0.0024,1.384213,1.708383,18.975267,,,,,,,,
0.0025,1.41403,1.72347,17.954501,,,,,,,,
0.0026,1.442446,1.737841,16.997825,,,,,,,,
0.0027,1.469528,1.751531,16.100352,,,,,,,,
0.0028,1.495339,1.764572,15.25766,,,,,,,,
0.0029,1.519941,1.776996,14.465736,,,,,,,,
0.003,1.543389,1.788834,13.720934,,,,,,,,
0.0031,1.56574,1.800114,13.01993,,,,,,,,
0.0032,1.587046,1.810863,12.359686,,,,,,,,
0.0033,1.607356,1.821107,11.737426,,,,,,,,
0.0034,1.626717,1.83087,11.150602,,,,,,,,
0.0035,1.645176,1.840177,10.596875,,,,,,,,
0.0036,1.662774,1.849049,10.074093,,,,,,,,
0.0037,1.679554,1.857508,9.580272,,,,,,,,
0.0038,1.695553,1.865574,9.113582,,,,,,,,
0.0039,1.71081,1.873265,8.672329,,,,,,,,
0.004,1.725358,1.880601,8.254949,,,,,,,,
0.0041,1.739233,1.887598,7.859987,,,,,,,,
0.0042,1.752466,1.894273,7.486097,,,,,,,,
0.0043,1.765088,1.900642,7.132025,,,,,,,,
0.0044,1.777127,1.90672,6.796605,,,,,,,,
0.0045,1.788613,1.91252,6.478753,,,,,,,,
0.0046,1.79957,1.918057,6.177455,,,,,,,,
0.0047,1.810024,1.923343,5.891766,,,,,,,,
0.0048,1.819999,1.92839,5.620804,,,,,,,,
0.0049,1.829518,1.933211,5.363742,,,,,,,,
0.005,1.838603,1.937815,5.119807,,,,,,,,
0.0051,1.847274,1.942215,4.888275,,,,,,,,
0.0052,1.855551,1.946419,4.668468,,,,,,,,
0.0053,1.863452,1.950437,4.459746,,,,,,,,
0.0054,1.870996,1.954278,4.261513,,,,,,,,
0.0055,1.8782,1.957952,4.073206,,,,,,,,
0.0056,1.88508,1.961465,3.894296,,,,,,,,
0.0057,1.89165,1.964826,3.724285,,,,,,,,
0.0058,1.897927,1.968043,3.562704,,,,,,,,
0.0059,1.903924,1.971122,3.409113,,,,,,,,
0.006,1.909654,1.97407,3.263095,,,,,,,,
0.0061,1.91513,1.976893,3.124258,,,,,,,,
0.0062,1.920364,1.979598,2.992232,,,,,,,,
0.0063,1.925367,1.98219,2.866666,,,,,,,,
0.0064,1.930151,1.984675,2.747231,,,,,,,,
0.0065,1.934726,1.987058,2.633615,,,,,,,,
0.0066,1.939102,1.989343,2.525523,,,,,,,,
0.0067,1.943288,1.991537,2.422676,,,,,,,,
0.0068,1.947294,1.993643,2.324809,,,,,,,,
0.0069,1.951128,1.995665,2.231674,,,,,,,,
0.007,1.954798,1.997608,2.143034,,,,,,,,
0.0071,1.958312,1.999475,2.058665,,,,,,,,
0.0072,1.961678,2.00127,1.978354,,,,,,,,
0.0073,1.964902,2.002997,1.901902,,,,,,,,
0.0074,1.967991,2.004659,1.829116,,,,,,,,
0.0075,1.970952,2.006258,1.759818,,,,,,,,
0.0076,1.973791,2.007799,1.693834,,,,,,,,
0.0077,1.976513,2.009284,1.631004,,,,,,,,
0.0078,1.979124,2.010716,1.571172,,,,,,,,
0.0079,1.98163,2.012097,1.514192,,,,,,,,
0.008,1.984035,2.01343,1.459925,,,,,,,,
0.0081,1.986345,2.014717,1.40824,,,,,,,,
0.0082,1.988563,2.01596,1.359011,,,,,,,,
0.0083,1.990694,2.017162,1.312119,,,,,,,,
0.0084,1.992742,2.018324,1.267451,,,,,,,,
0.0085,1.994712,2.019448,1.2249,,,,,,,,
0.0086,1.996607,2.020537,1.184364,,,,,,,,
0.0087,1.99843,2.021592,1.145745,,,,,,,,
0.0088,2.000185,2.022615,1.108952,,,,,,,,
0.0089,2.001875,2.023606,1.073896,,,,,,,,
0.009,2.003503,2.024569,1.040495,,,,,,,,
0.0091,2.005073,2.025504,1.008669,,,,,,,,
0.0092,2.006586,2.026412,0.978343,,,,,,,,
0.0093,2.008047,2.027295,0.949445,,,,,,,,
0.0094,2.009456,2.028153,0.921907,,,,,,,,
0.0095,2.010817,2.02899,0.895664,,,,,,,,
0.0096,2.012131,2.029804,0.870654,,,,,,,,
0.0097,2.013402,2.030598,0.846819,,,,,,,,
0.0098,2.014631,2.031372,0.824103,,,,,,,,
0.0099,2.01582,2.032127,0.802452,,,,,,,,
0.01,2.016971,2.032865,0.781816,,,,,,,,
0.0101,2.018086,2.033585,0.762147,,,,,,,,
0.0102,2.019167,2.03429,0.743398,,,,,,,,
0.0103,2.020215,2.034979,0.725527,,,,,,,,
0.0104,2.021231,2.035654,0.708491,,,,,,,,
0.0105,2.022218,2.036315,0.692252,,,,,,,,
0.0106,2.023177,2.036962,0.676771,,,,,,,,
0.0107,2.024108,2.037597,0.662012,,,,,,,,
0.0108,2.025014,2.03822,0.647942,,,,,,,,
0.0109,2.025895,2.038832,0.634527,,,,,,,,
0.011,2.026753,2.039433,0.621737,,,,,,,,
0.0111,2.027589,2.040023,0.609542,,,,,,,,
0.0112,2.028403,2.040604,0.597915,,,,,,,,
0.0113,2.029197,2.041176,0.586828,,,,,,,,
0.0114,2.029972,2.041738,0.576256,,,,,,,,
0.0115,2.030729,2.042292,0.566174,,,,,,,,
0.0116,2.031469,2.042838,0.55656,,,,,,,,
0.0117,2.032192,2.043377,0.547392,,,,,,,,
0.0118,2.032898,2.043908,0.538648,,,,,,,,
0.0119,2.03359,2.044432,0.530308,,,,,,,,
0.012,2.034268,2.04495,0.522354,,,,,,,,
0.0121,2.034932,2.045461,0.514767,,,,,,,,
0.0122,2.035583,2.045967,0.50753,,,,,,,,
0.0123,2.036221,2.046466,0.500627,,,,,,,,
0.0124,2.036848,2.046961,0.494041,,,,,,,,
0.0125,2.037463,2.04745,0.487759,,,,,,,,
0.0126,2.038068,2.047934,0.481765,,,,,,,,
0.0127,2.038662,2.048414,0.476046,,,,,,,,
0.0128,2.039247,2.048889,0.470589,,,,,,,,
0.0129,2.039822,2.04936,0.465382,,,,,,,,
0.013,2.040389,2.049826,0.460413,,,,,,,,
0.0131,2.040947,2.050289,0.45567,,,,,,,,
0.0132,2.041497,2.050749,0.451144,,,,,,,,
0.0133,2.042039,2.051205,0.446825,,,,,,,,
0.0134,2.042575,2.051657,0.442701,,,,,,,,
0.0135,2.043103,2.052107,0.438765,,,,,,,,
0.0136,2.043624,2.052553,0.435007,,,,,,,,
0.0137,2.04414,2.052997,0.431419,,,,,,,,
0.0138,2.044649,2.053437,0.427992,,,,,,,,
0.0139,2.045152,2.053876,0.424721,,,,,,,,
0.014,2.04565,2.054311,0.421596,,,,,,,,
0.0141,2.046143,2.054745,0.418612,,,,,,,,
0.0142,2.046631,2.055176,0.415761,,,,,,,,
0.0143,2.047114,2.055605,0.413038,,,,,,,,
0.0144,2.047593,2.056032,0.410436,,,,,,,,
0.0145,2.048068,2.056457,0.40795,,,,,,,,
0.0146,2.048538,2.05688,0.405574,,,,,,,,
0.0147,2.049004,2.057301,0.403303,,,,,,,,
0.0148,2.049467,2.057721,0.401132,,,,,,,,
0.0149,2.049926,2.058139,0.399057,,,,,,,,
0.015,2.050382,2.058556,0.397073,,,,,,,,
0.0151,2.050834,2.058971,0.395175,,,,,,,,
0.0152,2.051284,2.059385,0.39336,,,,,,,,
0.0153,2.05173,2.059797,0.391624,,,,,,,,
0.0154,2.052174,2.060208,0.389963,,,,,,,,
0.0155,2.052615,2.060618,0.388373,,,,,,,,
0.0156,2.053054,2.061027,0.386852,,,,,,,,
0.0157,2.05349,2.061435,0.385396,,,,,,,,
0.0158,2.053924,2.061841,0.384001,,,,,,,,
0.0159,2.054355,2.062247,0.382666,,,,,,,,
0.016,2.054785,2.062651,0.381387,,,,,,,,
0.0161,2.055212,2.063055,0.380161,,,,,,,,
0.0162,2.055638,2.063458,0.378987,,,,,,,,
0.0163,2.056061,2.06386,0.377862,,,,,,,,
0.0164,2.056483,2.064261,0.376782,,,,,,,,
0.0165,2.056904,2.064662,0.375747,,,,,,,,
0.0166,2.057322,2.065061,0.374755,,,,,,,,
0.0167,2.05774,2.06546,0.373802,,,,,,,,
0.0168,2.058155,2.065859,0.372888,,,,,,,,
0.0169,2.05857,2.066256,0.37201,,,,,,,,
0.017,2.058983,2.066654,0.371168,,,,,,,,
0.0171,2.059395,2.06705,0.370358,,,,,,,,
0.0172,2.059805,2.067446,0.36958,,,,,,,,
0.0173,2.060215,2.067841,0.368832,,,,,,,,
0.0174,2.060623,2.068236,0.368113,,,,,,,,
0.0175,2.06103,2.068631,0.367421,,,,,,,,
0.0176,2.061436,2.069025,0.366756,,,,,,,,
0.0177,2.061842,2.069418,0.366115,,,,,,,,
0.0178,2.062246,2.069811,0.365498,,,,,,,,
0.0179,2.06265,2.070204,0.364904,,,,,,,,
0.018,2.063052,2.070596,0.364331,,,,,,,,
0.0181,2.063454,2.070988,0.363778,,,,,,,,
0.0182,2.063855,2.071379,0.363246,,,,,,,,
0.0183,2.064255,2.07177,0.362732,,,,,,,,
0.0184,2.064655,2.072161,0.362235,,,,,,,,
0.0185,2.065054,2.072552,0.361756,,,,,,,,
0.0186,2.065452,2.072942,0.361293,,,,,,,,
0.0187,2.06585,2.073332,0.360845,,,,,,,,
0.0188,2.066247,2.073721,0.360412,,,,,,,,
0.0189,2.066644,2.07411,0.359993,,,,,,,,
0.019,2.06704,2.074499,0.359587,,,,,,,,
0.0191,2.067435,2.074888,0.359194,,,,,,,,
0.0192,2.06783,2.075276,0.358814,,,,,,,,
0.0193,2.068224,2.075665,0.358444,,,,,,,,
0.0194,2.068619,2.076053,0.358086,,,,,,,,
0.0195,2.069012,2.07644,0.357739,,,,,,,,
0.0196,2.069405,2.076828,0.357401,,,,,,,,
0.0197,2.069798,2.077215,0.357073,,,,,,,,
0.0198,2.07019,2.077602,0.356754,,,,,,,,
0.0199,2.070582,2.077989,0.356443,,,,,,,,
0.02,2.070974,2.078376,0.356141,,,,,,,,
0.0201,2.071365,2.078762,0.355847,,,,,,,,
0.0202,2.071756,2.079149,0.35556,,,,,,,,
0.0203,2.072146,2.079535,0.355281,,,,,,,,
0.0204,2.072537,2.079921,0.355008,,,,,,,,
0.0205,2.072927,2.080306,0.354742,,,,,,,,
0.0206,2.073316,2.080692,0.354482,,,,,,,,
0.0207,2.073706,2.081077,0.354228,,,,,,,,
0.0208,2.074095,2.081463,0.35398,,,,,,,,
0.0209,2.074484,2.081848,0.353737,,,,,,,,
0.021,2.074872,2.082233,0.3535,,,,,,,,
0.0211,2.075261,2.082618,0.353267,,,,,,,,
0.0212,2.075649,2.083002,0.353039,,,,,,,,
0.0213,2.076037,2.083387,0.352815,,,,,,,,
0.0214,2.076424,2.083771,0.352595,,,,,,,,
0.0215,2.076812,2.084156,0.35238,,,,,,,,
0.0216,2.077199,2.08454,0.352169,,,,,,,,
0.0217,2.077586,2.084924,0.351961,,,,,,,,
0.0218,2.077973,2.085308,0.351757,,,,,,,,
0.0219,2.078359,2.085692,0.351556,,,,,,,,
0.022,2.078746,2.086075,0.351358,,,,,,,,
0.0221,2.079132,2.086459,0.351163,,,,,,,,
0.0222,2.079518,2.086842,0.350971,,,,,,,,
0.0223,2.079904,2.087226,0.350783,,,,,,,,
0.0224,2.08029,2.087609,0.350596,,,,,,,,
0.0225,2.080675,2.087992,0.350413,,,,,,,,
0.0226,2.081061,2.088375,0.350231,,,,,,,,
0.0227,2.081446,2.088758,0.350052,,,,,,,,
0.0228,2.081831,2.089141,0.349875,,,,,,,,
0.0229,2.082216,2.089523,0.349701,,,,,,,,
0.023,2.082601,2.089906,0.349528,,,,,,,,
0.0231,2.082986,2.090288,0.349357,,,,,,,,
0.0232,2.08337,2.090671,0.349188,,,,,,,,
0.0233,2.083755,2.091053,0.349021,,,,,,,,
0.0234,2.084139,2.091435,0.348856,,,,,,,,
0.0235,2.084523,2.091817,0.348692,,,,,,,,
0.0236,2.084907,2.092199,0.348529,,,,,,,,
0.0237,2.085291,2.092581,0.348368,,,,,,,,
0.0238,2.085675,2.092963,0.348209,,,,,,,,
0.0239,2.086059,2.093345,0.34805,,,,,,,,
0.024,2.086442,2.093726,0.347893,,,,,,,,
0.0241,2.086826,2.094108,0.347738,,,,,,,,
0.0242,2.087209,2.094489,0.347583,,,,,,,,
0.0243,2.087592,2.094871,0.34743,,,,,,,,
0.0244,2.087975,2.095252,0.347277,,,,,,,,
0.0245,2.088358,2.095633,0.347126,,,,,,,,
0.0246,2.088741,2.096014,0.346975,,,,,,,,
0.0247,2.089124,2.096395,0.346826,,,,,,,,
0.0248,2.089507,2.096776,0.346677,,,,,,,,
0.0249,2.089889,2.097157,0.346529,,,,,,,,
0.025,2.090272,2.097537,0.346383,,,,,,,,
0.0251,2.090654,2.097918,0.346236,,,,,,,,
0.0252,2.091037,2.098299,0.346091,,,,,,,,
0.0253,2.091419,2.098679,0.345946,,,,,,,,
0.0254,2.091801,2.099059,0.345802,,,,,,,,
0.0255,2.092183,2.09944,0.345659,,,,,,,,
0.0256,2.092565,2.09982,0.345516,,,,,,,,
0.0257,2.092947,2.1002,0.345374,,,,,,,,
0.0258,2.093328,2.10058,0.345232,,,,,,,,
0.0259,2.09371,2.10096,0.345091,,,,,,,,
0.026,2.094091,2.10134,0.344951,,,,,,,,
0.0261,2.094473,2.10172,0.344811,,,,,,,,
0.0262,2.094854,2.1021,0.344671,,,,,,,,
0.0263,2.095235,2.102479,0.344532,,,,,,,,
0.0264,2.095617,2.102859,0.344394,,,,,,,,
0.0265,2.095998,2.103238,0.344255,,,,,,,,
0.0266,2.096379,2.103618,0.344118,,,,,,,,
0.0267,2.09676,2.103997,0.34398,,,,,,,,
0.0268,2.09714,2.104376,0.343843,,,,,,,,
0.0269,2.097521,2.104755,0.343707,,,,,,,,
0.027,2.097902,2.105134,0.34357,,,,,,,,
0.0271,2.098282,2.105513,0.343435,,,,,,,,
0.0272,2.098663,2.105892,0.343299,,,,,,,,
0.0273,2.099043,2.106271,0.343164,,,,,,,,
0.0274,2.099424,2.10665,0.343029,,,,,,,,
0.0275,2.099804,2.107029,0.342894,,,,,,,,
0.0276,2.100184,2.107407,0.34276,,,,,,,,
0.0277,2.100564,2.107786,0.342626,,,,,,,,
0.0278,2.100944,2.108164,0.342492,,,,,,,,
0.0279,2.101324,2.108543,0.342358,,,,,,,,
0.028,2.101704,2.108921,0.342225,,,,,,,,
0.0281,2.102083,2.109299,0.342092,,,,,,,,
0.0282,2.102463,2.109677,0.341959,,,,,,,,
0.0283,2.102843,2.110055,0.341826,,,,,,,,
0.0284,2.103222,2.110433,0.341694,,,,,,,,
0.0285,2.103601,2.110811,0.341562,,,,,,,,
0.0286,2.103981,2.111189,0.34143,,,,,,,,
0.0287,2.10436,2.111567,0.341298,,,,,,,,
0.0288,2.104739,2.111944,0.341166,,,,,,,,
0.0289,2.105118,2.112322,0.341035,,,,,,,,
0.029,2.105497,2.1127,0.340903,,,,,,,,
0.0291,2.105876,2.113077,0.340772,,,,,,,,
0.0292,2.106255,2.113454,0.340641,,,,,,,,
0.0293,2.106634,2.113832,0.340511,,,,,,,,
0.0294,2.107013,2.114209,0.34038,,,,,,,,
0.0295,2.107391,2.114586,0.340249,,,,,,,,
0.0296,2.10777,2.114963,0.340119,,,,,,,,
0.0297,2.108148,2.11534,0.339989,,,,,,,,
0.0298,2.108527,2.115717,0.339859,,,,,,,,
0.0299,2.108905,2.116094,0.339729,,,,,,,,
0.03,2.109283,2.116471,0.339599,,,,,,,,
0.0301,2.109661,2.116847,0.33947,,,,,,,,
0.0302,2.110039,2.117224,0.33934,,,,,,,,
0.0303,2.110417,2.1176,0.339211,,,,,,,,
0.0304,2.110795,2.117977,0.339082,,,,,,,,
0.0305,2.111173,2.118353,0.338953,,,,,,,,
0.0306,2.111551,2.11873,0.338824,,,,,,,,
0.0307,2.111929,2.119106,0.338695,,,,,,,,
0.0308,2.112306,2.119482,0.338566,,,,,,,,
0.0309,2.112684,2.119858,0.338438,,,,,,,,
0.031,2.113061,2.120234,0.338309,,,,,,,,
0.0311,2.113438,2.12061,0.338181,,,,,,,,
0.0312,2.113816,2.120986,0.338052,,,,,,,,
0.0313,2.114193,2.121362,0.337924,,,,,,,,
0.0314,2.11457,2.121737,0.337796,,,,,,,,
0.0315,2.114947,2.122113,0.337668,,,,,,,,
0.0316,2.115324,2.122488,0.33754,,,,,,,,
0.0317,2.115701,2.122864,0.337413,,,,,,,,
0.0318,2.116078,2.123239,0.337285,,,,,,,,
0.0319,2.116455,2.123615,0.337157,,,,,,,,
0.032,2.116831,2.12399,0.33703,,,,,,,,
0.0321,2.117208,2.124365,0.336902,,,,,,,,
0.0322,2.117585,2.12474,0.336775,,,,,,,,
0.0323,2.117961,2.125115,0.336648,,,,,,,,
0.0324,2.118337,2.12549,0.336521,,,,,,,,
0.0325,2.118714,2.125865,0.336394,,,,,,,,
0.0326,2.11909,2.12624,0.336267,,,,,,,,
0.0327,2.119466,2.126614,0.33614,,,,,,,,
0.0328,2.119842,2.126989,0.336013,,,,,,,,
0.0329,2.120218,2.127364,0.335887,,,,,,,,
0.033,2.120594,2.127738,0.33576,,,,,,,,
0.0331,2.12097,2.128113,0.335634,,,,,,,,
0.0332,2.121346,2.128487,0.335507,,,,,,,,
0.0333,2.121721,2.128861,0.335381,,,,,,,,
0.0334,2.122097,2.129235,0.335255,,,,,,,,
0.0335,2.122473,2.12961,0.335128,,,,,,,,
0.0336,2.122848,2.129984,0.335002,,,,,,,,
0.0337,2.123223,2.130358,0.334876,,,,,,,,
0.0338,2.123599,2.130731,0.33475,,,,,,,,
0.0339,2.123974,2.131105,0.334624,,,,,,,,
0.034,2.124349,2.131479,0.334499,,,,,,,,
0.0341,2.124724,2.131853,0.334373,,,,,,,,
0.0342,2.125099,2.132226,0.334247,,,,,,,,
0.0343,2.125474,2.1326,0.334122,,,,,,,,
0.0344,2.125849,2.132973,0.333996,,,,,,,,
0.0345,2.126224,2.133347,0.333871,,,,,,,,
0.0346,2.126599,2.13372,0.333746,,,,,,,,
0.0347,2.126973,2.134093,0.33362,,,,,,,,
0.0348,2.127348,2.134466,0.333495,,,,,,,,
0.0349,2.127722,2.134839,0.33337,,,,,,,,
0.035,2.128097,2.135212,0.333245,,,,,,,,
0.0351,2.128471,2.135585,0.33312,,,,,,,,
0.0352,2.128845,2.135958,0.332995,,,,,,,,
0.0353,2.12922,2.136331,0.332871,,,,,,,,
0.0354,2.129594,2.136704,0.332746,,,,,,,,
0.0355,2.129968,2.137076,0.332621,,,,,,,,
0.0356,2.130342,2.137449,0.332497,,,,,,,,
0.0357,2.130716,2.137821,0.332372,,,,,,,,
0.0358,2.13109,2.138194,0.332248,,,,,,,,
0.0359,2.131463,2.138566,0.332123,,,,,,,,
0.036,2.131837,2.138938,0.331999,,,,,,,,
0.0361,2.132211,2.13931,0.331875,,,,,,,,
0.0362,2.132584,2.139682,0.331751,,,,,,,,
0.0363,2.132958,2.140054,0.331627,,,,,,,,
0.0364,2.133331,2.140426,0.331503,,,,,,,,
0.0365,2.133704,2.140798,0.331379,,,,,,,,
0.0366,2.134077,2.14117,0.331255,,,,,,,,
0.0367,2.134451,2.141542,0.331131,,,,,,,,
0.0368,2.134824,2.141914,0.331007,,,,,,,,
0.0369,2.135197,2.142285,0.330884,,,,,,,,
0.037,2.13557,2.142657,0.33076,,,,,,,,
0.0371,2.135942,2.143028,0.330637,,,,,,,,
0.0372,2.136315,2.143399,0.330513,,,,,,,,
0.0373,2.136688,2.143771,0.33039,,,,,,,,
0.0374,2.137061,2.144142,0.330267,,,,,,,,
0.0375,2.137433,2.144513,0.330143,,,,,,,,
0.0376,2.137806,2.144884,0.33002,,,,,,,,
0.0377,2.138178,2.145255,0.329897,,,,,,,,
0.0378,2.13855,2.145626,0.329774,,,,,,,,
0.0379,2.138923,2.145997,0.329651,,,,,,,,
0.038,2.139295,2.146368,0.329528,,,,,,,,
0.0381,2.139667,2.146738,0.329405,,,,,,,,
0.0382,2.140039,2.147109,0.329283,,,,,,,,
0.0383,2.140411,2.147479,0.32916,,,,,,,,
0.0384,2.140783,2.14785,0.329037,,,,,,,,
0.0385,2.141154,2.14822,0.328915,,,,,,,,
0.0386,2.141526,2.148591,0.328792,,,,,,,,
0.0387,2.141898,2.148961,0.32867,,,,,,,,
0.0388,2.142269,2.149331,0.328548,,,,,,,,
0.0389,2.142641,2.149701,0.328425,,,,,,,,
0.039,2.143012,2.150071,0.328303,,,,,,,,
0.0391,2.143384,2.150441,0.328181,,,,,,,,
0.0392,2.143755,2.150811,0.328059,,,,,,,,
0.0393,2.144126,2.151181,0.327937,,,,,,,,
0.0394,2.144497,2.15155,0.327815,,,,,,,,
0.0395,2.144868,2.15192,0.327693,,,,,,,,
0.0396,2.145239,2.15229,0.327571,,,,,,,,
0.0397,2.14561,2.152659,0.32745,,,,,,,,
0.0398,2.145981,2.153029,0.327328,,,,,,,,
0.0399,2.146352,2.153398,0.327206,,,,,,,,
0.04,2.146723,2.153767,0.327085,,,,,,,,
0.0401,2.147093,2.154137,0.326963,,,,,,,,
0.0402,2.147464,2.154506,0.326842,,,,,,,,
0.0403,2.147834,2.154875,0.326721,,,,,,,,
0.0404,2.148205,2.155244,0.326599,,,,,,,,
0.0405,2.148575,2.155613,0.326478,,,,,,,,
0.0406,2.148945,2.155981,0.326357,,,,,,,,
0.0407,2.149315,2.15635,0.326236,,,,,,,,
0.0408,2.149686,2.156719,0.326115,,,,,,,,
0.0409,2.150056,2.157088,0.325994,,,,,,,,
0.041,2.150426,2.157456,0.325873,,,,,,,,
0.0411,2.150795,2.157825,0.325752,,,,,,,,
0.0412,2.151165,2.158193,0.325632,,,,,,,,
0.0413,2.151535,2.158561,0.325511,,,,,,,,
0.0414,2.151905,2.15893,0.32539,,,,,,,,
0.0415,2.152274,2.159298,0.32527,,,,,,,,
0.0416,2.152644,2.159666,0.325149,,,,,,,,
0.0417,2.153013,2.160034,0.325029,,,,,,,,
0.0418,2.153382,2.160402,0.324908,,,,,,,,
0.0419,2.153752,2.16077,0.324788,,,,,,,,
0.042,2.154121,2.161137,0.324668,,,,,,,,
0.0421,2.15449,2.161505,0.324548,,,,,,,,
0.0422,2.154859,2.161873,0.324428,,,,,,,,
0.0423,2.155228,2.16224,0.324308,,,,,,,,
0.0424,2.155597,2.162608,0.324188,,,,,,,,
0.0425,2.155966,2.162975,0.324068,,,,,,,,
0.0426,2.156335,2.163343,0.323948,,,,,,,,
0.0427,2.156703,2.16371,0.323828,,,,,,,,
0.0428,2.157072,2.164077,0.323709,,,,,,,,
0.0429,2.157441,2.164444,0.323589,,,,,,,,
0.043,2.157809,2.164812,0.323469,,,,,,,,
0.0431,2.158177,2.165179,0.32335,,,,,,,,
0.0432,2.158546,2.165545,0.32323,,,,,,,,
0.0433,2.158914,2.165912,0.323111,,,,,,,,
0.0434,2.159282,2.166279,0.322992,,,,,,,,
0.0435,2.15965,2.166646,0.322872,,,,,,,,
0.0436,2.160018,2.167012,0.322753,,,,,,,,
0.0437,2.160386,2.167379,0.322634,,,,,,,,
0.0438,2.160754,2.167745,0.322515,,,,,,,,
0.0439,2.161122,2.168112,0.322396,,,,,,,,
0.044,2.16149,2.168478,0.322277,,,,,,,,
0.0441,2.161857,2.168845,0.322158,,,,,,,,
0.0442,2.162225,2.169211,0.322039,,,,,,,,
0.0443,2.162593,2.169577,0.321921,,,,,,,,
0.0444,2.16296,2.169943,0.321802,,,,,,,,
0.0445,2.163327,2.170309,0.321683,,,,,,,,
0.0446,2.163695,2.170675,0.321565,,,,,,,,
0.0447,2.164062,2.171041,0.321446,,,,,,,,
0.0448,2.164429,2.171406,0.321328,,,,,,,,
0.0449,2.164796,2.171772,0.32121,,,,,,,,
0.045,2.165163,2.172138,0.321091,,,,,,,,
0.0451,2.16553,2.172503,0.320973,,,,,,,,
0.0452,2.165897,2.172869,0.320855,,,,,,,,
0.0453,2.166264,2.173234,0.320737,,,,,,,,
0.0454,2.16663,2.173599,0.320619,,,,,,,,
0.0455,2.166997,2.173965,0.320501,,,,,,,,
0.0456,2.167364,2.17433,0.320383,,,,,,,,
0.0457,2.16773,2.174695,0.320265,,,,,,,,
0.0458,2.168096,2.17506,0.320147,,,,,,,,
0.0459,2.168463,2.175425,0.32003,,,,,,,,
0.046,2.168829,2.17579,0.319912,,,,,,,,
0.0461,2.169195,2.176155,0.319794,,,,,,,,
0.0462,2.169561,2.176519,0.319677,,,,,,,,
0.0463,2.169927,2.176884,0.319559,,,,,,,,
0.0464,2.170293,2.177248,0.319442,,,,,,,,
0.0465,2.170659,2.177613,0.319325,,,,,,,,
0.0466,2.171025,2.177977,0.319207,,,,,,,,
0.0467,2.171391,2.178342,0.31909,,,,,,,,
0.0468,2.171757,2.178706,0.318973,,,,,,,,
0.0469,2.172122,2.17907,0.318856,,,,,,,,
0.047,2.172488,2.179434,0.318739,,,,,,,,
0.0471,2.172853,2.179799,0.318622,,,,,,,,
0.0472,2.173219,2.180163,0.318505,,,,,,,,
0.0473,2.173584,2.180526,0.318388,,,,,,,,
0.0474,2.173949,2.18089,0.318271,,,,,,,,
0.0475,2.174314,2.181254,0.318155,,,,,,,,
0.0476,2.174679,2.181618,0.318038,,,,,,,,
0.0477,2.175044,2.181981,0.317921,,,,,,,,
0.0478,2.175409,2.182345,0.317805,,,,,,,,
0.0479,2.175774,2.182709,0.317688,,,,,,,,
0.048,2.176139,2.183072,0.317572,,,,,,,,
0.0481,2.176504,2.183435,0.317456,,,,,,,,
0.0482,2.176869,2.183799,0.317339,,,,,,,,
0.0483,2.177233,2.184162,0.317223,,,,,,,,
0.0484,2.177598,2.184525,0.317107,,,,,,,,
0.0485,2.177962,2.184888,0.316991,,,,,,,,
0.0486,2.178326,2.185251,0.316875,,,,,,,,
0.0487,2.178691,2.185614,0.316759,,,,,,,,
0.0488,2.179055,2.185977,0.316643,,,,,,,,
0.0489,2.179419,2.186339,0.316527,,,,,,,,
0.049,2.179783,2.186702,0.316411,,,,,,,,
0.0491,2.180147,2.187065,0.316296,,,,,,,,
0.0492,2.180511,2.187427,0.31618,,,,,,,,
0.0493,2.180875,2.18779,0.316064,,,,,,,,
