t,수치해,엄밀해,상대오차(%)
0.562400,3.347957,3.350565,0.077835
0.562500,3.348088,3.350695,0.077816
0.562600,3.348218,3.350825,0.077798
0.562700,3.348348,3.350955,0.077779
0.562800,3.348479,3.351085,0.077761
0.562900,3.348609,3.351214,0.077742
0.563000,3.348739,3.351344,0.077724
0.563100,3.348870,3.351474,0.077705
0.563200,3.349000,3.351603,0.077686
0.563300,3.349130,3.351733,0.077668
0.563400,3.349260,3.351863,0.077649
0.563500,3.349390,3.351992,0.077631
0.563600,3.349520,3.352122,0.077612
0.563700,3.349650,3.352252,0.077594
0.563800,3.349780,3.352381,0.077575
0.563900,3.349910,3.352511,0.077557
0.564000,3.350040,3.352640,0.077538
0.564100,3.350170,3.352770,0.077520
0.564200,3.350300,3.352899,0.077501
0.564300,3.350430,3.353028,0.077483
0.564400,3.350560,3.353158,0.077464
0.564500,3.350690,3.353287,0.077446
0.564600,3.350820,3.353416,0.077427
0.564700,3.350950,3.353546,0.077409
0.564800,3.351080,3.353675,0.077390
0.564900,3.351209,3.353804,0.077372
0.565000,3.351339,3.353933,0.077353
0.565100,3.351469,3.354063,0.077335
0.565200,3.351599,3.354192,0.077317
0.565300,3.351728,3.354321,0.077298
0.565400,3.351858,3.354450,0.077280
0.565500,3.351987,3.354579,0.077261
0.565600,3.352117,3.354708,0.077243
0.565700,3.352247,3.354837,0.077224
0.565800,3.352376,3.354966,0.077206
0.565900,3.352506,3.355095,0.077188
0.566000,3.352635,3.355224,0.077169
0.566100,3.352765,3.355353,0.077151
0.566200,3.352894,3.355482,0.077132
0.566300,3.353023,3.355611,0.077114
0.566400,3.353153,3.355740,0.077096
0.566500,3.353282,3.355869,0.077077
0.566600,3.353412,3.355998,0.077059
0.566700,3.353541,3.356126,0.077041
0.566800,3.353670,3.356255,0.077022
0.566900,3.353799,3.356384,0.077004
0.567000,3.353929,3.356513,0.076985
0.567100,3.354058,3.356641,0.076967
0.567200,3.354187,3.356770,0.076949
0.567300,3.354316,3.356899,0.076930
0.567400,3.354445,3.357027,0.076912
0.567500,3.354574,3.357156,0.076894
0.567600,3.354703,3.357284,0.076875
0.567700,3.354832,3.357413,0.076857
0.567800,3.354961,3.357541,0.076839
0.567900,3.355090,3.357670,0.076821
0.568000,3.355219,3.357798,0.076802
0.568100,3.355348,3.357927,0.076784
0.568200,3.355477,3.358055,0.076766
0.568300,3.355606,3.358183,0.076747
0.568400,3.355735,3.358312,0.076729
0.568500,3.355864,3.358440,0.076711
0.568600,3.355993,3.358568,0.076693
0.568700,3.356121,3.358697,0.076674
0.568800,3.356250,3.358825,0.076656
0.568900,3.356379,3.358953,0.076638
0.569000,3.356508,3.359081,0.076620
0.569100,3.356636,3.359210,0.076601
0.569200,3.356765,3.359338,0.076583
0.569300,3.356894,3.359466,0.076565
0.569400,3.357022,3.359594,0.076547
0.569500,3.357151,3.359722,0.076528
0.569600,3.357279,3.359850,0.076510
0.569700,3.357408,3.359978,0.076492
0.569800,3.357536,3.360106,0.076474
0.569900,3.357665,3.360234,0.076455
0.570000,3.357793,3.360362,0.076437
0.570100,3.357922,3.360490,0.076419
0.570200,3.358050,3.360618,0.076401
0.570300,3.358179,3.360746,0.076383
0.570400,3.358307,3.360873,0.076365
0.570500,3.358435,3.361001,0.076346
0.570600,3.358564,3.361129,0.076328
0.570700,3.358692,3.361257,0.076310
0.570800,3.358820,3.361385,0.076292
0.570900,3.358948,3.361512,0.076274
0.571000,3.359077,3.361640,0.076256
0.571100,3.359205,3.361768,0.076237
0.571200,3.359333,3.361895,0.076219
0.571300,3.359461,3.362023,0.076201
0.571400,3.359589,3.362150,0.076183
0.571500,3.359717,3.362278,0.076165
0.571600,3.359845,3.362406,0.076147
0.571700,3.359973,3.362533,0.076129
0.571800,3.360101,3.362661,0.076111
0.571900,3.360229,3.362788,0.076092
0.572000,3.360357,3.362915,0.076074
0.572100,3.360485,3.363043,0.076056
0.572200,3.360613,3.363170,0.076038
0.572300,3.360741,3.363298,0.076020
0.572400,3.360869,3.363425,0.076002
0.572500,3.360996,3.363552,0.075984
0.572600,3.361124,3.363679,0.075966
0.572700,3.361252,3.363807,0.075948
0.572800,3.361380,3.363934,0.075930
0.572900,3.361507,3.364061,0.075912
0.573000,3.361635,3.364188,0.075894
0.573100,3.361763,3.364315,0.075876
0.573200,3.361890,3.364443,0.075858
0.573300,3.362018,3.364570,0.075840
0.573400,3.362146,3.364697,0.075821
0.573500,3.362273,3.364824,0.075803
0.573600,3.362401,3.364951,0.075785
0.573700,3.362528,3.365078,0.075767
0.573800,3.362656,3.365205,0.075749
0.573900,3.362783,3.365332,0.075731
0.574000,3.362911,3.365459,0.075713
0.574100,3.363038,3.365586,0.075695
0.574200,3.363165,3.365712,0.075677
0.574300,3.363293,3.365839,0.075659
0.574400,3.363420,3.365966,0.075641
0.574500,3.363547,3.366093,0.075623
0.574600,3.363675,3.366220,0.075605
0.574700,3.363802,3.366346,0.075588
0.574800,3.363929,3.366473,0.075570
0.574900,3.364056,3.366600,0.075552
0.575000,3.364183,3.366726,0.075534
0.575100,3.364311,3.366853,0.075516
0.575200,3.364438,3.366980,0.075498
0.575300,3.364565,3.367106,0.075480
0.575400,3.364692,3.367233,0.075462
0.575500,3.364819,3.367359,0.075444
0.575600,3.364946,3.367486,0.075426
0.575700,3.365073,3.367612,0.075408
0.575800,3.365200,3.367739,0.075390
0.575900,3.365327,3.367865,0.075372
0.576000,3.365454,3.367992,0.075354
0.576100,3.365581,3.368118,0.075337
0.576200,3.365708,3.368244,0.075319
0.576300,3.365834,3.368371,0.075301
0.576400,3.365961,3.368497,0.075283
0.576500,3.366088,3.368623,0.075265
0.576600,3.366215,3.368750,0.075247
0.576700,3.366342,3.368876,0.075229
0.576800,3.366468,3.369002,0.075211
0.576900,3.366595,3.369128,0.075194
0.577000,3.366722,3.369254,0.075176
0.577100,3.366848,3.369381,0.075158
0.577200,3.366975,3.369507,0.075140
0.577300,3.367101,3.369633,0.075122
0.577400,3.367228,3.369759,0.075104
0.577500,3.367355,3.369885,0.075086
0.577600,3.367481,3.370011,0.075069
0.577700,3.367608,3.370137,0.075051
0.577800,3.367734,3.370263,0.075033
0.577900,3.367861,3.370389,0.075015
0.578000,3.367987,3.370515,0.074997
0.578100,3.368113,3.370641,0.074980
0.578200,3.368240,3.370766,0.074962
0.578300,3.368366,3.370892,0.074944
0.578400,3.368492,3.371018,0.074926
0.578500,3.368619,3.371144,0.074908
0.578600,3.368745,3.371270,0.074891
0.578700,3.368871,3.371395,0.074873
0.578800,3.368997,3.371521,0.074855
0.578900,3.369124,3.371647,0.074837
0.579000,3.369250,3.371772,0.074820
0.579100,3.369376,3.371898,0.074802
0.579200,3.369502,3.372024,0.074784
0.579300,3.369628,3.372149,0.074766
0.579400,3.369754,3.372275,0.074749
0.579500,3.369880,3.372400,0.074731
0.579600,3.370006,3.372526,0.074713
0.579700,3.370132,3.372651,0.074696
0.579800,3.370258,3.372777,0.074678
0.579900,3.370384,3.372902,0.074660
0.580000,3.370510,3.373028,0.074642
0.580100,3.370636,3.373153,0.074625
0.580200,3.370762,3.373278,0.074607
0.580300,3.370888,3.373404,0.074589
0.580400,3.371013,3.373529,0.074572
0.580500,3.371139,3.373654,0.074554
0.580600,3.371265,3.373780,0.074536
0.580700,3.371391,3.373905,0.074519
0.580800,3.371516,3.374030,0.074501
0.580900,3.371642,3.374155,0.074483
0.581000,3.371768,3.374280,0.074466
0.581100,3.371893,3.374405,0.074448
0.581200,3.372019,3.374531,0.074430
0.581300,3.372144,3.374656,0.074413
0.581400,3.372270,3.374781,0.074395
0.581500,3.372396,3.374906,0.074377
0.581600,3.372521,3.375031,0.074360
0.581700,3.372647,3.375156,0.074342
0.581800,3.372772,3.375281,0.074325
0.581900,3.372897,3.375406,0.074307
0.582000,3.373023,3.375531,0.074289
0.582100,3.373148,3.375655,0.074272
0.582200,3.373274,3.375780,0.074254
0.582300,3.373399,3.375905,0.074236
0.582400,3.373524,3.376030,0.074219
0.582500,3.373650,3.376155,0.074201
0.582600,3.373775,3.376279,0.074184
0.582700,3.373900,3.376404,0.074166
0.582800,3.374025,3.376529,0.074149
0.582900,3.374150,3.376654,0.074131
0.583000,3.374276,3.376778,0.074113
0.583100,3.374401,3.376903,0.074096
0.583200,3.374526,3.377027,0.074078
0.583300,3.374651,3.377152,0.074061
0.583400,3.374776,3.377277,0.074043
0.583500,3.374901,3.377401,0.074026
0.583600,3.375026,3.377526,0.074008
0.583700,3.375151,3.377650,0.073991
0.583800,3.375276,3.377775,0.073973
0.583900,3.375401,3.377899,0.073956
0.584000,3.375526,3.378023,0.073938
0.584100,3.375651,3.378148,0.073921
0.584200,3.375775,3.378272,0.073903
0.584300,3.375900,3.378396,0.073886
0.584400,3.376025,3.378521,0.073868
0.584500,3.376150,3.378645,0.073851
0.584600,3.376275,3.378769,0.073833
0.584700,3.376399,3.378894,0.073816
0.584800,3.376524,3.379018,0.073798
0.584900,3.376649,3.379142,0.073781
0.585000,3.376773,3.379266,0.073763
0.585100,3.376898,3.379390,0.073746
0.585200,3.377023,3.379514,0.073728
0.585300,3.377147,3.379638,0.073711
0.585400,3.377272,3.379763,0.073693
0.585500,3.377396,3.379887,0.073676
0.585600,3.377521,3.380011,0.073659
0.585700,3.377645,3.380135,0.073641
0.585800,3.377770,3.380258,0.073624
0.585900,3.377894,3.380382,0.073606
0.586000,3.378019,3.380506,0.073589
0.586100,3.378143,3.380630,0.073571
0.586200,3.378267,3.380754,0.073554
0.586300,3.378392,3.380878,0.073537
0.586400,3.378516,3.381002,0.073519
0.586500,3.378640,3.381126,0.073502
0.586600,3.378765,3.381249,0.073484
0.586700,3.378889,3.381373,0.073467
0.586800,3.379013,3.381497,0.073450
0.586900,3.379137,3.381620,0.073432
0.587000,3.379261,3.381744,0.073415
0.587100,3.379386,3.381868,0.073398
0.587200,3.379510,3.381991,0.073380
0.587300,3.379634,3.382115,0.073363
0.587400,3.379758,3.382239,0.073346
0.587500,3.379882,3.382362,0.073328
0.587600,3.380006,3.382486,0.073311
0.587700,3.380130,3.382609,0.073294
0.587800,3.380254,3.382733,0.073276
0.587900,3.380378,3.382856,0.073259
0.588000,3.380502,3.382979,0.073242
0.588100,3.380626,3.383103,0.073224
0.588200,3.380749,3.383226,0.073207
0.588300,3.380873,3.383349,0.073190
0.588400,3.380997,3.383473,0.073172
0.588500,3.381121,3.383596,0.073155
0.588600,3.381245,3.383719,0.073138
0.588700,3.381368,3.383843,0.073120
0.588800,3.381492,3.383966,0.073103
0.588900,3.381616,3.384089,0.073086
0.589000,3.381739,3.384212,0.073069
0.589100,3.381863,3.384335,0.073051
0.589200,3.381987,3.384458,0.073034
0.589300,3.382110,3.384582,0.073017
0.589400,3.382234,3.384705,0.073000
0.589500,3.382357,3.384828,0.072982
0.589600,3.382481,3.384951,0.072965
0.589700,3.382604,3.385074,0.072948
0.589800,3.382728,3.385197,0.072931
0.589900,3.382851,3.385320,0.072913
0.590000,3.382975,3.385443,0.072896
0.590100,3.383098,3.385565,0.072879
0.590200,3.383221,3.385688,0.072862
0.590300,3.383345,3.385811,0.072844
0.590400,3.383468,3.385934,0.072827
0.590500,3.383591,3.386057,0.072810
0.590600,3.383715,3.386180,0.072793
0.590700,3.383838,3.386302,0.072776
0.590800,3.383961,3.386425,0.072758
0.590900,3.384084,3.386548,0.072741
0.591000,3.384207,3.386670,0.072724
0.591100,3.384331,3.386793,0.072707
0.591200,3.384454,3.386916,0.072690
0.591300,3.384577,3.387038,0.072673
0.591400,3.384700,3.387161,0.072655
0.591500,3.384823,3.387283,0.072638
0.591600,3.384946,3.387406,0.072621
0.591700,3.385069,3.387528,0.072604
0.591800,3.385192,3.387651,0.072587
0.591900,3.385315,3.387773,0.072570
0.592000,3.385438,3.387896,0.072552
0.592100,3.385561,3.388018,0.072535
0.592200,3.385684,3.388141,0.072518
0.592300,3.385806,3.388263,0.072501
0.592400,3.385929,3.388385,0.072484
0.592500,3.386052,3.388508,0.072467
0.592600,3.386175,3.388630,0.072450
0.592700,3.386298,3.388752,0.072433
0.592800,3.386420,3.388874,0.072416
0.592900,3.386543,3.388997,0.072398
0.593000,3.386666,3.389119,0.072381
0.593100,3.386788,3.389241,0.072364
0.593200,3.386911,3.389363,0.072347
0.593300,3.387034,3.389485,0.072330
0.593400,3.387156,3.389607,0.072313
0.593500,3.387279,3.389729,0.072296
0.593600,3.387401,3.389851,0.072279
0.593700,3.387524,3.389973,0.072262
0.593800,3.387646,3.390095,0.072245
0.593900,3.387769,3.390217,0.072228
0.594000,3.387891,3.390339,0.072211
0.594100,3.388014,3.390461,0.072194
0.594200,3.388136,3.390583,0.072177
0.594300,3.388258,3.390705,0.072160
0.594400,3.388381,3.390827,0.072143
0.594500,3.388503,3.390949,0.072126
0.594600,3.388625,3.391071,0.072109
0.594700,3.388748,3.391192,0.072092
0.594800,3.388870,3.391314,0.072075
0.594900,3.388992,3.391436,0.072058
0.595000,3.389114,3.391557,0.072041
0.595100,3.389236,3.391679,0.072024
0.595200,3.389358,3.391801,0.072007
0.595300,3.389481,3.391922,0.071990
0.595400,3.389603,3.392044,0.071973
0.595500,3.389725,3.392166,0.071956
0.595600,3.389847,3.392287,0.071939
0.595700,3.389969,3.392409,0.071922
0.595800,3.390091,3.392530,0.071905
0.595900,3.390213,3.392652,0.071888
0.596000,3.390335,3.392773,0.071871
0.596100,3.390457,3.392895,0.071854
0.596200,3.390579,3.393016,0.071837
0.596300,3.390700,3.393137,0.071820
0.596400,3.390822,3.393259,0.071803
0.596500,3.390944,3.393380,0.071786
0.596600,3.391066,3.393501,0.071769
0.596700,3.391188,3.393623,0.071752
0.596800,3.391309,3.393744,0.071735
0.596900,3.391431,3.393865,0.071719
0.597000,3.391553,3.393986,0.071702
0.597100,3.391675,3.394108,0.071685
0.597200,3.391796,3.394229,0.071668
0.597300,3.391918,3.394350,0.071651
0.597400,3.392039,3.394471,0.071634
0.597500,3.392161,3.394592,0.071617
0.597600,3.392283,3.394713,0.071600
0.597700,3.392404,3.394834,0.071583
0.597800,3.392526,3.394955,0.071567
0.597900,3.392647,3.395076,0.071550
0.598000,3.392769,3.395197,0.071533
0.598100,3.392890,3.395318,0.071516
0.598200,3.393011,3.395439,0.071499
0.598300,3.393133,3.395560,0.071482
0.598400,3.393254,3.395681,0.071466
0.598500,3.393375,3.395802,0.071449
0.598600,3.393497,3.395923,0.071432
0.598700,3.393618,3.396043,0.071415
0.598800,3.393739,3.396164,0.071398
0.598900,3.393861,3.396285,0.071381
0.599000,3.393982,3.396406,0.071365
0.599100,3.394103,3.396526,0.071348
0.599200,3.394224,3.396647,0.071331
0.599300,3.394345,3.396768,0.071314
0.599400,3.394466,3.396888,0.071297
0.599500,3.394587,3.397009,0.071281
0.599600,3.394709,3.397129,0.071264
0.599700,3.394830,3.397250,0.071247
0.599800,3.394951,3.397371,0.071230
0.599900,3.395072,3.397491,0.071213
0.600000,3.395193,3.397612,0.071197
0.600100,3.395314,3.397732,0.071180
0.600200,3.395434,3.397852,0.071163
0.600300,3.395555,3.397973,0.071146
0.600400,3.395676,3.398093,0.071130
0.600500,3.395797,3.398214,0.071113
0.600600,3.395918,3.398334,0.071096
0.600700,3.396039,3.398454,0.071079
0.600800,3.396160,3.398575,0.071063
0.600900,3.396280,3.398695,0.071046
0.601000,3.396401,3.398815,0.071029
0.601100,3.396522,3.398935,0.071013
0.601200,3.396642,3.399056,0.070996
0.601300,3.396763,3.399176,0.070979
0.601400,3.396884,3.399296,0.070962
0.601500,3.397004,3.399416,0.070946
0.601600,3.397125,3.399536,0.070929
0.601700,3.397245,3.399656,0.070912
0.601800,3.397366,3.399776,0.070896
0.601900,3.397486,3.399896,0.070879
0.602000,3.397607,3.400016,0.070862
0.602100,3.397727,3.400136,0.070846
0.602200,3.397848,3.400256,0.070829
0.602300,3.397968,3.400376,0.070812
0.602400,3.398089,3.400496,0.070796
0.602500,3.398209,3.400616,0.070779
0.602600,3.398329,3.400736,0.070762
0.602700,3.398450,3.400856,0.070746
0.602800,3.398570,3.400976,0.070729
0.602900,3.398690,3.401095,0.070712
0.603000,3.398811,3.401215,0.070696
0.603100,3.398931,3.401335,0.070679
0.603200,3.399051,3.401455,0.070663
0.603300,3.399171,3.401574,0.070646
0.603400,3.399291,3.401694,0.070629
0.603500,3.399411,3.401814,0.070613
0.603600,3.399532,3.401933,0.070596
0.603700,3.399652,3.402053,0.070580
0.603800,3.399772,3.402172,0.070563
0.603900,3.399892,3.402292,0.070546
0.604000,3.400012,3.402411,0.070530
0.604100,3.400132,3.402531,0.070513
0.604200,3.400252,3.402650,0.070497
0.604300,3.400372,3.402770,0.070480
0.604400,3.400492,3.402889,0.070463
0.604500,3.400611,3.403009,0.070447
0.604600,3.400731,3.403128,0.070430
0.604700,3.400851,3.403247,0.070414
0.604800,3.400971,3.403367,0.070397
0.604900,3.401091,3.403486,0.070381
0.605000,3.401211,3.403605,0.070364
0.605100,3.401330,3.403725,0.070348
0.605200,3.401450,3.403844,0.070331
0.605300,3.401570,3.403963,0.070315
0.605400,3.401689,3.404082,0.070298
0.605500,3.401809,3.404202,0.070282
0.605600,3.401929,3.404321,0.070265
0.605700,3.402048,3.404440,0.070248
0.605800,3.402168,3.404559,0.070232
0.605900,3.402287,3.404678,0.070215
0.606000,3.402407,3.404797,0.070199
0.606100,3.402526,3.404916,0.070183
0.606200,3.402646,3.405035,0.070166
0.606300,3.402765,3.405154,0.070150
0.606400,3.402885,3.405273,0.070133
0.606500,3.403004,3.405392,0.070117
0.606600,3.403124,3.405511,0.070100
0.606700,3.403243,3.405630,0.070084
0.606800,3.403362,3.405749,0.070067
0.606900,3.403482,3.405867,0.070051
0.607000,3.403601,3.405986,0.070034
0.607100,3.403720,3.406105,0.070018
0.607200,3.403839,3.406224,0.070001
0.607300,3.403959,3.406343,0.069985
0.607400,3.404078,3.406461,0.069969
0.607500,3.404197,3.406580,0.069952
0.607600,3.404316,3.406699,0.069936
0.607700,3.404435,3.406817,0.069919
0.607800,3.404554,3.406936,0.069903
0.607900,3.404673,3.407055,0.069886
0.608000,3.404793,3.407173,0.069870
0.608100,3.404912,3.407292,0.069854
0.608200,3.405031,3.407410,0.069837
0.608300,3.405150,3.407529,0.069821
0.608400,3.405268,3.407647,0.069804
0.608500,3.405387,3.407766,0.069788
0.608600,3.405506,3.407884,0.069772
0.608700,3.405625,3.408002,0.069755
0.608800,3.405744,3.408121,0.069739
0.608900,3.405863,3.408239,0.069723
0.609000,3.405982,3.408358,0.069706
0.609100,3.406101,3.408476,0.069690
0.609200,3.406219,3.408594,0.069673
0.609300,3.406338,3.408712,0.069657
0.609400,3.406457,3.408831,0.069641
0.609500,3.406575,3.408949,0.069624
0.609600,3.406694,3.409067,0.069608
0.609700,3.406813,3.409185,0.069592
0.609800,3.406931,3.409303,0.069575
0.609900,3.407050,3.409422,0.069559
0.610000,3.407169,3.409540,0.069543
0.610100,3.407287,3.409658,0.069526
0.610200,3.407406,3.409776,0.069510
0.610300,3.407524,3.409894,0.069494
0.610400,3.407643,3.410012,0.069478
0.610500,3.407761,3.410130,0.069461
0.610600,3.407880,3.410248,0.069445
0.610700,3.407998,3.410366,0.069429
0.610800,3.408116,3.410484,0.069412
0.610900,3.408235,3.410602,0.069396
0.611000,3.408353,3.410719,0.069380
0.611100,3.408471,3.410837,0.069364
0.611200,3.408590,3.410955,0.069347
0.611300,3.408708,3.411073,0.069331
0.611400,3.408826,3.411191,0.069315
0.611500,3.408944,3.411308,0.069299
0.611600,3.409063,3.411426,0.069282
0.611700,3.409181,3.411544,0.069266
0.611800,3.409299,3.411662,0.069250
0.611900,3.409417,3.411779,0.069234
0.612000,3.409535,3.411897,0.069217
0.612100,3.409653,3.412014,0.069201
0.612200,3.409771,3.412132,0.069185
0.612300,3.409889,3.412250,0.069169
0.612400,3.410007,3.412367,0.069152
0.612500,3.410125,3.412485,0.069136
0.612600,3.410243,3.412602,0.069120
0.612700,3.410361,3.412720,0.069104
0.612800,3.410479,3.412837,0.069088
0.612900,3.410597,3.412954,0.069071
0.613000,3.410715,3.413072,0.069055
0.613100,3.410833,3.413189,0.069039
0.613200,3.410951,3.413307,0.069023
0.613300,3.411068,3.413424,0.069007
0.613400,3.411186,3.413541,0.068991
0.613500,3.411304,3.413658,0.068974
0.613600,3.411422,3.413776,0.068958
0.613700,3.411539,3.413893,0.068942
0.613800,3.411657,3.414010,0.068926
0.613900,3.411775,3.414127,0.068910
0.614000,3.411892,3.414245,0.068894
0.614100,3.412010,3.414362,0.068877
0.614200,3.412128,3.414479,0.068861
0.614300,3.412245,3.414596,0.068845
0.614400,3.412363,3.414713,0.068829
0.614500,3.412480,3.414830,0.068813
0.614600,3.412598,3.414947,0.068797
0.614700,3.412715,3.415064,0.068781
0.614800,3.412833,3.415181,0.068765
0.614900,3.412950,3.415298,0.068748
0.615000,3.413067,3.415415,0.068732
0.615100,3.413185,3.415532,0.068716
0.615200,3.413302,3.415649,0.068700
0.615300,3.413419,3.415765,0.068684
0.615400,3.413537,3.415882,0.068668
0.615500,3.413654,3.415999,0.068652
0.615600,3.413771,3.416116,0.068636
0.615700,3.413888,3.416233,0.068620
0.615800,3.414006,3.416349,0.068604
0.615900,3.414123,3.416466,0.068588
0.616000,3.414240,3.416583,0.068572
0.616100,3.414357,3.416700,0.068556
0.616200,3.414474,3.416816,0.068539
0.616300,3.414591,3.416933,0.068523
0.616400,3.414708,3.417049,0.068507
0.616500,3.414826,3.417166,0.068491
0.616600,3.414943,3.417283,0.068475
0.616700,3.415060,3.417399,0.068459
0.616800,3.415177,3.417516,0.068443
0.616900,3.415293,3.417632,0.068427
0.617000,3.415410,3.417749,0.068411
0.617100,3.415527,3.417865,0.068395
0.617200,3.415644,3.417981,0.068379
0.617300,3.415761,3.418098,0.068363
0.617400,3.415878,3.418214,0.068347
0.617500,3.415995,3.418330,0.068331
0.617600,3.416111,3.418447,0.068315
0.617700,3.416228,3.418563,0.068299
0.617800,3.416345,3.418679,0.068283
0.617900,3.416462,3.418796,0.068267
0.618000,3.416578,3.418912,0.068251
0.618100,3.416695,3.419028,0.068235
0.618200,3.416812,3.419144,0.068219
0.618300,3.416928,3.419260,0.068203
0.618400,3.417045,3.419377,0.068187
0.618500,3.417162,3.419493,0.068172
0.618600,3.417278,3.419609,0.068156
0.618700,3.417395,3.419725,0.068140
0.618800,3.417511,3.419841,0.068124
0.618900,3.417628,3.419957,0.068108
0.619000,3.417744,3.420073,0.068092
0.619100,3.417861,3.420189,0.068076
0.619200,3.417977,3.420305,0.068060
0.619300,3.418093,3.420421,0.068044
0.619400,3.418210,3.420537,0.068028
0.619500,3.418326,3.420653,0.068012
0.619600,3.418442,3.420768,0.067996
0.619700,3.418559,3.420884,0.067980
0.619800,3.418675,3.421000,0.067965
0.619900,3.418791,3.421116,0.067949
0.620000,3.418907,3.421232,0.067933
0.620100,3.419024,3.421347,0.067917
0.620200,3.419140,3.421463,0.067901
0.620300,3.419256,3.421579,0.067885
0.620400,3.419372,3.421694,0.067869
0.620500,3.419488,3.421810,0.067853
0.620600,3.419604,3.421926,0.067838
0.620700,3.419720,3.422041,0.067822
0.620800,3.419836,3.422157,0.067806
0.620900,3.419952,3.422272,0.067790
0.621000,3.420068,3.422388,0.067774
0.621100,3.420184,3.422503,0.067758
0.621200,3.420300,3.422619,0.067742
0.621300,3.420416,3.422734,0.067727
0.621400,3.420532,3.422850,0.067711
0.621500,3.420648,3.422965,0.067695
0.621600,3.420764,3.423081,0.067679
0.621700,3.420880,3.423196,0.067663
0.621800,3.420996,3.423311,0.067648
0.621900,3.421111,3.423427,0.067632
0.622000,3.421227,3.423542,0.067616
0.622100,3.421343,3.423657,0.067600
0.622200,3.421459,3.423773,0.067584
0.622300,3.421574,3.423888,0.067569
0.622400,3.421690,3.424003,0.067553
0.622500,3.421806,3.424118,0.067537
0.622600,3.421921,3.424233,0.067521
0.622700,3.422037,3.424348,0.067505
0.622800,3.422152,3.424464,0.067490
0.622900,3.422268,3.424579,0.067474
0.623000,3.422384,3.424694,0.067458
0.623100,3.422499,3.424809,0.067442
0.623200,3.422615,3.424924,0.067427
0.623300,3.422730,3.425039,0.067411
0.623400,3.422845,3.425154,0.067395
0.623500,3.422961,3.425269,0.067379
0.623600,3.423076,3.425384,0.067364
0.623700,3.423192,3.425499,0.067348
0.623800,3.423307,3.425614,0.067332
0.623900,3.423422,3.425728,0.067316
0.624000,3.423538,3.425843,0.067301
0.624100,3.423653,3.425958,0.067285
0.624200,3.423768,3.426073,0.067269
0.624300,3.423883,3.426188,0.067254
0.624400,3.423999,3.426302,0.067238
0.624500,3.424114,3.426417,0.067222
0.624600,3.424229,3.426532,0.067207
0.624700,3.424344,3.426646,0.067191
0.624800,3.424459,3.426761,0.067175
0.624900,3.424574,3.426876,0.067159
0.625000,3.424689,3.426990,0.067144
0.625100,3.424804,3.427105,0.067128
0.625200,3.424919,3.427220,0.067112
0.625300,3.425034,3.427334,0.067097
0.625400,3.425149,3.427449,0.067081
0.625500,3.425264,3.427563,0.067066
0.625600,3.425379,3.427678,0.067050
0.625700,3.425494,3.427792,0.067034
0.625800,3.425609,3.427906,0.067019
0.625900,3.425724,3.428021,0.067003
0.626000,3.425839,3.428135,0.066987
0.626100,3.425954,3.428250,0.066972
0.626200,3.426068,3.428364,0.066956
0.626300,3.426183,3.428478,0.066940
0.626400,3.426298,3.428593,0.066925
0.626500,3.426413,3.428707,0.066909
0.626600,3.426527,3.428821,0.066894
0.626700,3.426642,3.428935,0.066878
0.626800,3.426757,3.429050,0.066862
0.626900,3.426871,3.429164,0.066847
0.627000,3.426986,3.429278,0.066831
0.627100,3.427101,3.429392,0.066816
0.627200,3.427215,3.429506,0.066800
0.627300,3.427330,3.429620,0.066784
0.627400,3.427444,3.429734,0.066769
0.627500,3.427559,3.429848,0.066753
0.627600,3.427673,3.429962,0.066738
0.627700,3.427788,3.430076,0.066722
0.627800,3.427902,3.430190,0.066707
0.627900,3.428017,3.430304,0.066691
0.628000,3.428131,3.430418,0.066675
0.628100,3.428245,3.430532,0.066660
0.628200,3.428360,3.430646,0.066644
0.628300,3.428474,3.430760,0.066629
0.628400,3.428588,3.430874,0.066613
0.628500,3.428703,3.430987,0.066598
0.628600,3.428817,3.431101,0.066582
0.628700,3.428931,3.431215,0.066567
0.628800,3.429045,3.431329,0.066551
0.628900,3.429159,3.431442,0.066536
0.629000,3.429274,3.431556,0.066520
0.629100,3.429388,3.431670,0.066505
0.629200,3.429502,3.431784,0.066489
0.629300,3.429616,3.431897,0.066474
0.629400,3.429730,3.432011,0.066458
0.629500,3.429844,3.432124,0.066443
0.629600,3.429958,3.432238,0.066427
0.629700,3.430072,3.432351,0.066412
0.629800,3.430186,3.432465,0.066396
0.629900,3.430300,3.432578,0.066381
0.630000,3.430414,3.432692,0.066365
0.630100,3.430528,3.432805,0.066350
0.630200,3.430642,3.432919,0.066334
0.630300,3.430755,3.433032,0.066319
0.630400,3.430869,3.433146,0.066303
0.630500,3.430983,3.433259,0.066288
0.630600,3.431097,3.433372,0.066273
0.630700,3.431211,3.433486,0.066257
0.630800,3.431324,3.433599,0.066242
0.630900,3.431438,3.433712,0.066226
0.631000,3.431552,3.433825,0.066211
0.631100,3.431666,3.433939,0.066195
0.631200,3.431779,3.434052,0.066180
0.631300,3.431893,3.434165,0.066165
0.631400,3.432006,3.434278,0.066149
0.631500,3.432120,3.434391,0.066134
0.631600,3.432234,3.434504,0.066118
0.631700,3.432347,3.434618,0.066103
0.631800,3.432461,3.434731,0.066088
0.631900,3.432574,3.434844,0.066072
0.632000,3.432688,3.434957,0.066057
0.632100,3.432801,3.435070,0.066041
0.632200,3.432915,3.435183,0.066026
